,carat,cut,color,clarity,depth,table,price,'x','y','z'
393,0.32,b'Premium',b'I',b'SI1',61.0,59.0,554.0,4.39,4.36,2.67
45410,0.51,b'Ideal',b'H',b'VS1',61.6,55.0,1668.0,5.17,5.19,3.19
53812,0.75,b'Very Good',b'F',b'SI1',63.4,58.0,2734.0,5.75,5.79,3.66
41594,0.23,b'Very Good',b'E',b'VS1',62.8,55.0,391.0,3.88,3.9,2.44
27182,2.2,b'Ideal',b'H',b'VS2',61.7,55.0,17460.0,8.41,8.38,5.18
867,0.7,b'Ideal',b'D',b'SI1',61.8,56.0,2872.0,5.63,5.73,3.51
31001,0.37,b'Ideal',b'F',b'SI1',61.6,55.0,747.0,4.65,4.67,2.87
11144,0.9,b'Ideal',b'E',b'SI1',61.7,57.0,4940.0,6.21,6.24,3.84
33201,0.4,b'Ideal',b'G',b'VS1',62.3,57.0,819.0,4.68,4.73,2.93
36711,0.33,b'Ideal',b'E',b'VVS2',61.8,56.0,953.0,4.46,4.44,2.75
51414,0.77,b'Good',b'E',b'SI2',58.1,63.0,2371.0,6.02,6.06,3.5
16737,0.41,b'Good',b'I',b'SI1',63.8,57.0,611.0,4.67,4.7,2.99
14689,1.08,b'Good',b'D',b'SI1',63.8,59.0,5927.0,6.47,6.39,4.1
33372,0.41,b'Very Good',b'G',b'VS2',61.7,61.0,827.0,4.7,4.74,2.91
14048,0.32,b'Ideal',b'I',b'VS1',62.1,57.0,605.0,4.42,4.37,2.73
47151,0.55,b'Premium',b'F',b'VS1',60.3,58.0,1832.0,5.32,5.29,3.2
2774,0.77,b'Ideal',b'G',b'SI1',61.5,56.0,3253.0,5.89,5.92,3.63
5029,1.01,b'Very Good',b'J',b'SI1',62.9,56.0,3749.0,6.35,6.4,4.01
46231,0.5,b'Very Good',b'D',b'VS2',62.8,58.0,1752.0,5.03,5.07,3.17
42841,0.41,b'Ideal',b'F',b'VVS1',62.1,57.0,1356.0,4.79,4.75,2.96
25706,0.35,b'Very Good',b'D',b'SI1',60.1,61.0,644.0,4.56,4.59,2.75
9680,1.0,b'Ideal',b'H',b'SI2',62.0,56.0,4649.0,6.38,6.43,3.97
51695,0.7,b'Very Good',b'H',b'VS1',60.1,61.0,2400.0,5.74,5.81,3.47
3571,0.7,b'Good',b'E',b'VS1',58.4,60.0,3419.0,5.84,5.87,3.42
30374,0.3,b'Fair',b'F',b'VS2',56.3,64.0,729.0,4.44,4.39,2.5
30477,0.31,b'Premium',b'I',b'VVS1',62.2,60.0,732.0,4.32,4.3,2.68
23054,1.51,b'Good',b'D',b'SI1',64.9,60.0,11087.0,7.14,7.2,4.65
18208,1.02,b'Premium',b'D',b'VS2',62.9,60.0,7389.0,6.42,6.37,4.02
9989,1.5,b'Fair',b'I',b'SI2',64.9,61.0,4704.0,7.14,7.09,4.62
39089,0.31,b'Ideal',b'F',b'IF',61.5,55.0,1061.0,4.34,4.37,2.68
17423,1.52,b'Good',b'J',b'VS2',63.1,61.0,6982.0,7.19,7.23,4.55
33930,0.33,b'Very Good',b'I',b'VS2',62.6,58.0,463.0,4.34,4.42,2.74
34573,0.31,b'Ideal',b'G',b'IF',61.9,56.0,871.0,4.33,4.35,2.68
6185,0.91,b'Good',b'F',b'SI1',64.4,60.0,3994.0,6.05,6.1,3.91
18041,0.3,b'Good',b'E',b'VS2',63.4,56.0,614.0,4.26,4.29,2.71
38316,0.52,b'Very Good',b'J',b'SI1',62.5,59.0,1019.0,5.14,5.16,3.22
39549,0.32,b'Ideal',b'G',b'VVS1',61.4,55.0,1080.0,4.44,4.42,2.72
15412,1.51,b'Premium',b'I',b'SI2',61.3,55.0,6173.0,7.41,7.36,4.53
20319,1.22,b'Premium',b'F',b'VS2',62.0,58.0,8733.0,6.89,6.86,4.26
10282,1.11,b'Premium',b'G',b'SI2',62.3,58.0,4755.0,6.65,6.61,4.13
24866,1.54,b'Very Good',b'G',b'VS1',60.7,60.0,13284.0,7.43,7.55,4.55
10614,1.01,b'Ideal',b'F',b'SI1',62.3,57.0,4829.0,6.4,6.44,4.0
42322,0.41,b'Very Good',b'D',b'VVS2',61.2,62.0,1295.0,4.78,4.82,2.94
33308,0.41,b'Good',b'F',b'VS1',64.4,57.0,827.0,4.67,4.71,3.02
1749,0.71,b'Ideal',b'F',b'VS1',62.7,57.0,3041.0,5.66,5.7,3.56
25165,2.01,b'Premium',b'J',b'VS2',60.4,59.0,13744.0,8.15,8.1,4.91
48081,0.55,b'Premium',b'F',b'VS2',59.0,58.0,1931.0,5.38,5.33,3.16
26135,1.61,b'Ideal',b'F',b'VS2',62.9,56.0,15426.0,7.52,7.46,4.71
10841,1.16,b'Premium',b'H',b'SI2',61.8,58.0,4872.0,6.81,6.75,4.19
13134,1.11,b'Premium',b'H',b'SI1',61.1,60.0,5433.0,6.68,6.62,4.06
35238,0.43,b'Very Good',b'E',b'SI1',63.4,56.0,894.0,4.82,4.8,3.05
16265,1.02,b'Premium',b'G',b'VS1',60.8,58.0,6505.0,6.52,6.47,3.95
975,0.82,b'Very Good',b'G',b'SI1',63.4,55.0,2893.0,6.0,5.93,3.78
33807,0.32,b'Ideal',b'G',b'VVS1',62.4,55.0,842.0,4.37,4.38,2.73
30579,0.31,b'Ideal',b'D',b'VS2',61.9,56.0,734.0,4.37,4.38,2.71
5119,0.72,b'Very Good',b'F',b'VVS1',62.1,55.0,3762.0,5.72,5.78,3.57
7818,1.0,b'Fair',b'G',b'SI1',64.4,57.0,4295.0,6.32,6.28,4.06
30283,0.34,b'Very Good',b'F',b'SI2',60.0,62.0,447.0,4.51,4.55,2.72
43460,0.55,b'Very Good',b'E',b'SI1',64.2,55.0,1417.0,5.18,5.2,3.33
18008,1.05,b'Fair',b'G',b'VS1',65.6,58.0,7283.0,6.25,6.38,4.13
15346,1.18,b'Premium',b'H',b'SI1',61.6,59.0,6159.0,6.82,6.72,4.17
2632,0.7,b'Premium',b'D',b'VS1',61.6,60.0,3229.0,5.63,5.6,3.46
360,0.82,b'Good',b'G',b'VS2',64.0,57.0,2805.0,5.92,5.89,3.78
35686,0.3,b'Premium',b'D',b'VS2',62.6,61.0,911.0,4.25,4.22,2.65
33788,0.32,b'Ideal',b'H',b'IF',60.9,56.0,842.0,4.41,4.42,2.69
19228,1.05,b'Ideal',b'D',b'VS2',61.7,59.0,7965.0,6.5,6.53,4.02
20126,1.65,b'Premium',b'I',b'SI2',62.0,59.0,8590.0,7.61,7.54,4.7
15793,1.69,b'Premium',b'I',b'I1',62.4,60.0,6320.0,7.56,7.59,4.73
31811,0.43,b'Ideal',b'D',b'SI1',62.5,55.0,774.0,4.8,4.83,3.01
34559,0.4,b'Very Good',b'G',b'VS1',61.5,57.0,871.0,4.73,4.77,2.92
45289,0.51,b'Premium',b'E',b'VS2',59.3,58.0,1662.0,5.23,5.2,3.09
45711,0.56,b'Premium',b'G',b'VS2',60.9,58.0,1698.0,5.36,5.34,3.26
7039,1.02,b'Very Good',b'F',b'SI2',60.4,60.0,4162.0,6.49,6.53,3.93
17111,1.01,b'Very Good',b'F',b'VS1',59.9,59.0,6825.0,6.52,6.57,3.92
3896,0.9,b'Very Good',b'G',b'SI2',61.4,58.0,3489.0,6.16,6.21,3.8
31854,0.3,b'Ideal',b'H',b'VVS2',61.3,57.0,776.0,4.33,4.31,2.65
5909,1.06,b'Ideal',b'G',b'SI2',62.3,55.0,3936.0,6.54,6.49,4.06
123,0.7,b'Fair',b'F',b'VS2',64.5,57.0,2762.0,5.57,5.53,3.58
17789,1.0,b'Premium',b'E',b'VS2',61.3,58.0,7168.0,6.41,6.38,3.92
34859,0.3,b'Ideal',b'G',b'VVS2',62.7,57.0,878.0,4.29,4.26,2.68
21094,1.27,b'Ideal',b'G',b'VS1',59.6,57.0,9262.0,7.06,7.09,4.22
14460,1.03,b'Ideal',b'D',b'SI2',60.7,58.0,5836.0,6.51,6.53,3.96
11855,1.07,b'Ideal',b'I',b'VS1',62.2,58.0,5103.0,6.52,6.57,4.07
6096,0.96,b'Good',b'H',b'SI2',61.6,59.0,3975.0,6.24,6.29,3.86
35742,0.3,b'Premium',b'D',b'VS2',62.2,60.0,911.0,4.3,4.28,2.67
10219,1.0,b'Ideal',b'E',b'SI2',61.8,57.0,4743.0,6.39,6.43,3.96
40923,0.3,b'Ideal',b'F',b'SI1',62.2,54.2,499.0,4.31,4.34,2.69
49881,0.7,b'Good',b'H',b'SI1',60.2,64.0,2176.0,5.72,5.65,3.42
1452,0.76,b'Premium',b'D',b'VS2',60.9,58.0,2977.0,5.9,5.85,3.58
39166,0.4,b'Premium',b'J',b'IF',62.7,60.0,1063.0,4.7,4.64,2.93
46989,0.57,b'Good',b'G',b'VS2',58.2,66.0,1816.0,5.34,5.45,3.14
43830,0.49,b'Premium',b'D',b'SI1',61.3,57.0,1444.0,5.21,5.02,3.14
9092,1.32,b'Premium',b'G',b'SI2',58.9,59.0,4524.0,7.25,7.18,4.25
31023,0.31,b'Premium',b'G',b'VS1',58.2,61.0,749.0,4.45,4.42,2.58
51951,0.56,b'Very Good',b'E',b'VVS2',60.5,57.0,2442.0,5.32,5.36,3.23
44136,0.59,b'Ideal',b'E',b'SI1',62.2,55.0,1561.0,5.39,5.42,3.36
37039,0.38,b'Good',b'H',b'VVS1',63.3,58.0,967.0,4.57,4.62,2.91
52675,0.88,b'Fair',b'I',b'VS2',57.4,67.0,2550.0,6.49,6.36,3.69
37047,0.35,b'Ideal',b'E',b'VVS1',61.9,56.0,967.0,4.55,4.53,2.81
3314,0.71,b'Ideal',b'H',b'VVS2',61.9,56.0,3371.0,5.72,5.76,3.55
38806,0.31,b'Premium',b'G',b'VVS1',62.1,59.0,1046.0,4.35,4.32,2.69
16945,1.16,b'Ideal',b'F',b'SI1',62.6,58.0,6768.0,6.68,6.73,4.2
12882,1.02,b'Ideal',b'G',b'SI1',60.6,57.0,5367.0,6.49,6.52,3.94
20978,1.23,b'Very Good',b'E',b'VS2',58.9,59.0,9193.0,6.98,7.05,4.13
8396,0.37,b'Good',b'H',b'VS2',63.7,55.0,584.0,4.54,4.56,2.9
53670,0.84,b'Ideal',b'J',b'VS2',61.1,57.0,2709.0,6.09,6.12,3.73
48645,0.31,b'Premium',b'D',b'SI1',58.5,59.0,537.0,4.49,4.44,2.61
20497,1.24,b'Ideal',b'G',b'VS1',61.5,56.0,8830.0,6.92,6.97,4.27
50241,0.7,b'Very Good',b'G',b'SI1',62.0,61.0,2234.0,5.68,5.71,3.53
26447,2.5,b'Ideal',b'J',b'SI2',60.7,55.0,15990.0,8.8,8.66,5.3
15773,1.03,b'Premium',b'F',b'VS2',62.4,58.0,6307.0,6.47,6.42,4.02
135,0.63,b'Premium',b'E',b'VVS1',60.9,60.0,2765.0,5.52,5.55,3.37
24222,1.71,b'Ideal',b'H',b'SI1',61.4,57.0,12416.0,7.63,7.74,4.72
28789,0.37,b'Very Good',b'D',b'SI1',61.0,62.0,681.0,4.61,4.64,2.82
31796,0.42,b'Very Good',b'E',b'SI1',62.7,57.0,773.0,4.77,4.83,3.01
24336,1.51,b'Very Good',b'G',b'VS1',63.1,55.0,12603.0,7.34,7.3,4.62
2944,0.8,b'Ideal',b'F',b'SI1',60.1,60.0,3293.0,5.98,6.03,3.61
29837,0.3,b'Premium',b'D',b'VS2',62.2,60.0,710.0,4.28,4.3,2.67
27944,0.23,b'Very Good',b'G',b'VVS2',62.8,55.0,431.0,3.93,3.95,2.47
32203,0.35,b'Premium',b'E',b'SI1',62.7,57.0,788.0,4.52,4.47,2.82
38579,0.4,b'Ideal',b'G',b'VS2',62.3,57.0,1035.0,4.71,4.7,2.93
5465,1.0,b'Good',b'I',b'SI1',65.2,56.0,3836.0,6.21,6.27,4.07
10224,1.0,b'Premium',b'F',b'VS2',58.7,56.0,4743.0,6.46,6.42,3.78
30889,0.42,b'Very Good',b'E',b'SI1',60.0,61.0,743.0,4.85,4.88,2.92
27470,2.08,b'Very Good',b'E',b'SI2',62.4,60.0,18128.0,8.13,8.15,5.08
22696,0.3,b'Premium',b'G',b'VS2',59.3,59.0,630.0,4.42,4.38,2.61
40195,0.57,b'Ideal',b'H',b'SI2',62.0,57.0,1121.0,5.3,5.35,3.3
45202,0.51,b'Premium',b'E',b'VS2',61.0,60.0,1656.0,5.12,5.17,3.14
26622,2.02,b'Fair',b'D',b'SI1',65.0,55.0,16386.0,7.94,7.84,5.13
43407,0.53,b'Ideal',b'D',b'SI2',62.9,54.0,1412.0,5.17,5.13,3.24
17711,0.41,b'Ideal',b'J',b'VS2',62.4,53.0,613.0,4.79,4.83,3.0
18913,1.05,b'Ideal',b'E',b'VS1',62.6,57.0,7762.0,6.5,6.44,4.05
15105,1.22,b'Very Good',b'H',b'SI1',61.2,60.0,6071.0,6.83,6.9,4.2
14410,1.07,b'Ideal',b'H',b'VS2',62.0,57.0,5820.0,6.55,6.58,4.07
36498,0.32,b'Ideal',b'E',b'IF',62.0,55.0,944.0,4.37,4.41,2.72
39495,0.41,b'Ideal',b'E',b'VS1',62.1,56.0,1079.0,4.75,4.78,2.96
46180,0.5,b'Premium',b'G',b'VS1',62.2,59.0,1746.0,5.09,5.04,3.15
12018,1.0,b'Premium',b'F',b'SI1',61.8,58.0,5151.0,6.44,6.37,3.96
44804,0.5,b'Premium',b'G',b'VS1',62.2,59.0,1624.0,5.04,5.09,3.15
22241,1.61,b'Very Good',b'E',b'SI2',62.6,60.0,10293.0,7.39,7.49,4.66
12685,1.2,b'Good',b'G',b'SI2',62.1,60.0,5310.0,6.72,6.78,4.19
11399,0.34,b'Ideal',b'H',b'VS1',62.1,57.0,596.0,4.48,4.51,2.79
21703,0.27,b'Ideal',b'G',b'VVS1',62.5,56.0,627.0,4.15,4.18,2.6
53794,0.92,b'Premium',b'I',b'SI1',60.4,59.0,2730.0,6.31,6.24,3.79
11486,1.2,b'Very Good',b'J',b'VS1',59.1,61.0,5016.0,6.94,7.0,4.12
17917,1.7,b'Very Good',b'H',b'SI2',63.5,58.0,7235.0,7.5,7.43,4.74
11971,1.01,b'Ideal',b'F',b'SI1',62.3,55.0,5140.0,6.37,6.44,3.99
14538,1.31,b'Premium',b'I',b'SI1',63.0,57.0,5869.0,6.96,6.91,4.37
2380,0.32,b'Premium',b'G',b'VS2',61.1,58.0,561.0,4.42,4.45,2.71
1236,0.7,b'Ideal',b'F',b'VS2',60.8,56.0,2942.0,5.78,5.79,3.52
50998,0.31,b'Premium',b'I',b'VVS2',62.1,58.0,544.0,4.3,4.33,2.68
8796,1.1,b'Premium',b'E',b'SI1',60.0,58.0,4472.0,6.68,6.65,4.05
28725,0.31,b'Ideal',b'E',b'VS2',61.9,55.0,680.0,4.36,4.39,2.71
52043,0.74,b'Very Good',b'H',b'VS2',62.9,57.0,2451.0,5.73,5.78,3.62
5404,0.95,b'Premium',b'I',b'VS2',62.9,57.0,3818.0,6.24,6.19,3.91
9133,1.0,b'Premium',b'H',b'VS2',61.9,61.0,4536.0,6.37,6.23,3.9
23362,0.23,b'Ideal',b'H',b'VS1',61.2,55.0,423.0,3.94,3.97,2.42
13217,1.18,b'Premium',b'G',b'SI1',62.1,59.0,5458.0,6.75,6.71,4.18
23973,1.53,b'Ideal',b'F',b'SI1',61.6,56.0,12109.0,7.39,7.34,4.54
41484,0.39,b'Very Good',b'D',b'VVS2',62.9,58.0,1232.0,4.62,4.66,2.92
24453,2.03,b'Ideal',b'J',b'SI2',62.1,57.0,12716.0,8.06,8.12,5.02
44397,0.5,b'Premium',b'E',b'VS2',63.0,58.0,1583.0,5.07,5.02,3.18
41059,0.5,b'Very Good',b'D',b'SI1',60.7,59.0,1190.0,5.11,5.04,3.08
30875,0.33,b'Premium',b'E',b'SI1',60.4,59.0,743.0,4.47,4.43,2.69
53396,0.72,b'Premium',b'E',b'SI1',61.3,58.0,2666.0,5.81,5.78,3.55
53431,0.72,b'Good',b'F',b'VS2',58.0,57.0,2671.0,5.93,6.01,3.46
49615,0.9,b'Fair',b'H',b'SI2',64.4,59.0,2138.0,6.03,5.99,3.87
45263,0.54,b'Ideal',b'D',b'SI1',62.4,57.0,1662.0,5.19,5.23,3.25
46102,0.57,b'Good',b'F',b'VS1',58.3,61.0,1741.0,5.49,5.54,3.21
22828,1.7,b'Premium',b'E',b'SI1',58.2,62.0,10860.0,7.86,7.81,4.56
21734,1.53,b'Very Good',b'I',b'VS2',62.8,59.0,9802.0,7.27,7.31,4.58
24218,2.01,b'Premium',b'J',b'SI2',61.4,60.0,12407.0,8.14,8.07,4.98
23807,1.35,b'Premium',b'G',b'VVS2',60.2,59.0,11868.0,7.2,7.16,4.32
51698,0.78,b'Ideal',b'I',b'VS2',60.9,57.0,2400.0,5.92,5.97,3.62
45111,0.53,b'Ideal',b'F',b'VS2',62.2,55.0,1650.0,5.16,5.19,3.22
32343,0.3,b'Ideal',b'G',b'VVS1',62.2,57.0,789.0,4.27,4.31,2.67
48560,0.64,b'Ideal',b'D',b'SI1',62.1,57.0,1991.0,5.52,5.49,3.42
29465,0.32,b'Ideal',b'E',b'VS2',62.0,57.0,702.0,4.39,4.41,2.73
48793,0.83,b'Premium',b'J',b'SI1',59.3,59.0,2022.0,6.17,6.1,3.64
13346,1.02,b'Premium',b'G',b'VS2',62.7,58.0,5506.0,6.44,6.36,4.01
19350,0.3,b'Ideal',b'E',b'VVS2',60.7,57.0,622.0,4.36,4.41,2.66
13678,1.02,b'Very Good',b'D',b'SI1',63.3,58.0,5598.0,6.39,6.35,4.03
25489,2.2,b'Ideal',b'I',b'SI2',62.2,56.0,14277.0,8.34,8.29,5.18
1858,0.71,b'Ideal',b'F',b'VS1',62.1,57.0,3066.0,5.73,5.76,3.57
5061,0.34,b'Premium',b'F',b'SI2',60.0,58.0,574.0,4.58,4.55,2.74
35576,0.35,b'Ideal',b'F',b'VS2',61.9,54.0,906.0,4.54,4.5,2.8
18243,1.01,b'Premium',b'F',b'VS1',60.4,59.0,7409.0,6.54,6.5,3.94
16893,1.0,b'Very Good',b'G',b'VS2',62.2,58.0,6743.0,6.35,6.39,3.96
21331,1.22,b'Very Good',b'E',b'VS2',60.8,59.0,9475.0,6.87,6.91,4.19
26461,2.02,b'Ideal',b'I',b'VS2',61.5,58.0,16018.0,8.19,8.11,5.01
4975,0.78,b'Ideal',b'D',b'VS2',62.9,56.0,3736.0,5.85,5.88,3.69
17875,0.9,b'Good',b'E',b'VVS1',63.4,60.0,7214.0,6.06,6.11,3.86
17415,1.51,b'Fair',b'J',b'SI1',63.4,60.0,6976.0,7.31,7.18,4.59
53029,0.72,b'Ideal',b'I',b'VVS2',61.0,57.0,2602.0,5.81,5.84,3.55
29224,0.31,b'Premium',b'G',b'VS1',62.1,58.0,695.0,4.36,4.31,2.69
420,0.7,b'Very Good',b'F',b'VS2',62.3,58.0,2812.0,5.64,5.72,3.54
2792,0.93,b'Fair',b'I',b'VS2',64.7,58.0,3258.0,6.09,6.06,3.93
52744,0.71,b'Ideal',b'I',b'VVS1',62.4,55.0,2559.0,5.69,5.76,3.57
10897,1.21,b'Premium',b'I',b'VS2',62.6,59.0,4884.0,6.77,6.67,4.21
5207,1.0,b'Fair',b'J',b'SI1',64.7,52.0,3780.0,6.35,6.3,4.09
29030,0.31,b'Ideal',b'H',b'VVS1',62.3,54.0,687.0,4.37,4.4,2.73
32525,0.35,b'Ideal',b'H',b'VVS1',62.3,55.0,798.0,4.51,4.55,2.82
26093,2.02,b'Very Good',b'D',b'SI2',60.6,57.0,15334.0,8.19,8.25,4.98
23375,0.33,b'Very Good',b'D',b'SI2',63.3,53.0,631.0,4.42,4.39,2.79
15131,1.16,b'Ideal',b'H',b'SI1',61.8,54.0,6084.0,6.74,6.81,4.19
16579,1.21,b'Ideal',b'H',b'SI1',60.3,60.0,6620.0,6.9,6.87,4.15
29126,0.3,b'Very Good',b'G',b'VVS1',61.3,56.0,691.0,4.34,4.37,2.67
6624,0.64,b'Ideal',b'D',b'VVS1',61.8,54.0,4084.0,5.54,5.56,3.43
42300,0.51,b'Premium',b'E',b'SI2',59.5,60.0,1294.0,5.25,5.17,3.1
15817,1.0,b'Good',b'D',b'SI1',64.1,56.0,6328.0,6.28,6.24,4.01
7712,0.33,b'Premium',b'H',b'VS1',59.2,58.0,579.0,4.5,4.55,2.68
40921,0.3,b'Very Good',b'E',b'SI1',60.9,58.0,499.0,4.31,4.33,2.63
39706,0.46,b'Good',b'I',b'VVS1',63.5,57.0,1089.0,4.85,4.91,3.1
1017,0.73,b'Ideal',b'E',b'VS2',61.4,55.0,2902.0,5.82,5.8,3.57
50279,0.97,b'Ideal',b'I',b'I1',61.6,53.0,2239.0,6.4,6.43,3.95
15963,1.22,b'Ideal',b'H',b'SI1',62.1,56.0,6388.0,6.87,6.81,4.25
9412,1.01,b'Very Good',b'G',b'SI1',62.9,61.0,4588.0,6.36,6.4,4.01
8192,1.04,b'Premium',b'I',b'SI1',62.0,57.0,4368.0,6.5,6.47,4.02
43483,0.47,b'Ideal',b'G',b'VVS1',61.6,56.0,1421.0,4.99,5.05,3.09
17986,1.06,b'Ideal',b'E',b'VS2',61.9,55.0,7275.0,6.54,6.58,4.06
45206,0.51,b'Premium',b'G',b'VS1',62.3,58.0,1656.0,5.08,5.13,3.18
29346,0.31,b'Ideal',b'G',b'VS2',61.7,55.0,698.0,4.37,4.35,2.69
19885,1.2,b'Ideal',b'F',b'VS2',62.3,56.0,8436.0,6.79,6.82,4.24
22036,0.31,b'Premium',b'H',b'VS2',59.7,61.0,628.0,4.42,4.39,2.63
19299,1.07,b'Premium',b'E',b'VS1',59.7,61.0,8015.0,6.69,6.64,3.98
38436,0.49,b'Premium',b'G',b'SI1',60.6,60.0,1026.0,5.1,5.06,3.08
32147,0.4,b'Good',b'D',b'VS2',63.2,57.0,786.0,4.65,4.71,2.96
3718,0.9,b'Good',b'F',b'SI2',63.9,55.0,3453.0,6.15,6.12,3.92
5888,1.0,b'Ideal',b'J',b'SI1',59.2,62.0,3929.0,6.47,6.5,3.84
46258,0.54,b'Ideal',b'G',b'VS1',61.3,57.0,1754.0,5.25,5.28,3.23
35625,0.3,b'Very Good',b'I',b'VS1',62.9,59.0,473.0,4.22,4.3,2.68
42871,0.43,b'Ideal',b'F',b'VVS1',62.1,55.0,1358.0,4.81,4.85,3.0
10114,1.02,b'Premium',b'G',b'SI1',62.3,59.0,4718.0,6.44,6.4,4.0
48873,0.61,b'Very Good',b'E',b'VS2',60.0,57.0,2036.0,5.52,5.55,3.32
45544,0.51,b'Premium',b'D',b'SI1',60.1,60.0,1687.0,5.17,5.15,3.1
32394,0.31,b'Ideal',b'E',b'VVS2',61.4,57.0,791.0,4.37,4.39,2.69
24886,2.06,b'Premium',b'G',b'SI1',59.3,61.0,13317.0,8.44,8.36,4.98
44461,0.55,b'Premium',b'I',b'VVS1',61.3,59.0,1593.0,5.27,5.3,3.24
34242,0.4,b'Premium',b'D',b'SI2',62.1,60.0,855.0,4.75,4.69,2.93
31210,0.32,b'Ideal',b'D',b'SI1',61.3,55.0,756.0,4.42,4.39,2.7
48168,0.57,b'Ideal',b'G',b'VS1',62.5,54.2,1943.0,5.29,5.31,3.31
47472,0.64,b'Ideal',b'E',b'SI1',62.7,57.0,1859.0,5.54,5.47,3.45
25701,0.35,b'Ideal',b'D',b'SI1',60.8,55.0,644.0,4.56,4.59,2.78
44208,0.58,b'Ideal',b'F',b'SI1',60.9,55.0,1569.0,5.39,5.41,3.29
15584,1.2,b'Premium',b'I',b'VS1',59.9,59.0,6250.0,6.96,6.87,4.14
17481,2.11,b'Fair',b'F',b'I1',67.6,57.0,7019.0,7.88,7.83,5.31
13018,1.2,b'Very Good',b'I',b'SI1',62.8,57.0,5408.0,6.7,6.74,4.22
30858,0.33,b'Premium',b'G',b'VS2',60.8,58.0,743.0,4.47,4.45,2.71
32324,0.36,b'Ideal',b'E',b'VS2',62.1,55.0,789.0,4.54,4.58,2.83
2794,1.0,b'Good',b'F',b'SI2',59.4,64.0,3259.0,6.52,6.48,3.86
22537,1.1,b'Premium',b'E',b'VVS2',60.1,58.0,10577.0,6.76,6.69,4.04
28355,0.34,b'Ideal',b'H',b'VVS2',61.2,56.0,667.0,4.51,4.54,2.77
41646,0.4,b'Ideal',b'E',b'VVS2',62.2,56.0,1238.0,4.78,4.71,2.95
29737,0.32,b'Ideal',b'G',b'VVS2',62.0,56.0,708.0,4.41,4.43,2.74
47682,0.56,b'Ideal',b'E',b'VS2',61.4,57.0,1882.0,5.35,5.31,3.27
18867,1.02,b'Very Good',b'E',b'VS1',60.5,60.0,7738.0,6.49,6.54,3.94
30469,0.31,b'Very Good',b'D',b'SI1',63.4,55.0,732.0,4.3,4.28,2.72
22481,1.24,b'Premium',b'G',b'IF',60.5,60.0,10508.0,6.95,6.91,4.19
47102,0.53,b'Very Good',b'G',b'VVS2',62.2,54.0,1827.0,5.19,5.23,3.23
40459,0.5,b'Ideal',b'H',b'SI1',62.0,56.0,1140.0,5.08,5.11,3.16
12822,1.02,b'Premium',b'G',b'VS2',61.5,59.0,5346.0,6.45,6.4,3.95
31818,0.3,b'Ideal',b'E',b'VS1',62.2,54.0,775.0,4.28,4.3,2.67
7088,0.93,b'Good',b'D',b'SI2',61.4,63.0,4165.0,6.22,6.26,3.83
34656,0.31,b'Ideal',b'E',b'VS2',62.3,57.0,872.0,4.35,4.32,2.7
43191,0.46,b'Ideal',b'E',b'VS1',62.2,54.0,1393.0,4.9,4.94,3.06
53332,0.72,b'Very Good',b'E',b'SI2',59.7,59.0,2655.0,5.77,5.82,3.46
38363,0.4,b'Premium',b'H',b'VS1',61.3,59.0,1021.0,4.79,4.74,2.92
42780,0.41,b'Premium',b'D',b'VVS1',62.2,58.0,1349.0,4.71,4.77,2.95
40452,0.31,b'Ideal',b'F',b'VVS1',60.7,57.0,1140.0,4.41,4.39,2.67
19290,1.02,b'Good',b'F',b'VS1',62.6,54.3,8011.0,6.41,6.45,4.02
37024,0.33,b'Ideal',b'G',b'VVS2',62.5,54.0,965.0,4.45,4.41,2.77
12202,1.23,b'Very Good',b'I',b'SI2',62.6,59.0,5191.0,6.78,6.86,4.27
20835,1.01,b'Very Good',b'F',b'VVS2',61.1,58.0,9065.0,6.43,6.47,3.94
26979,2.15,b'Very Good',b'H',b'SI2',62.8,58.0,17065.0,8.17,8.22,5.15
24591,1.2,b'Very Good',b'F',b'IF',62.3,60.0,12905.0,6.74,6.8,4.22
6421,0.8,b'Ideal',b'F',b'VS2',62.1,56.0,4043.0,5.93,5.98,3.7
25499,1.51,b'Premium',b'F',b'VS2',61.1,59.0,14294.0,7.37,7.32,4.49
20990,1.79,b'Premium',b'J',b'SI1',60.9,60.0,9205.0,7.79,7.83,4.76
43616,0.34,b'Very Good',b'G',b'SI1',61.5,56.0,507.0,4.45,4.52,2.76
13513,1.01,b'Premium',b'D',b'SI1',62.6,58.0,5543.0,6.44,6.33,4.0
34643,0.31,b'Ideal',b'E',b'VS2',61.6,57.0,872.0,4.38,4.35,2.69
12578,1.2,b'Very Good',b'H',b'SI2',62.0,58.0,5280.0,6.76,6.91,4.24
32357,0.3,b'Good',b'G',b'VVS1',63.1,56.0,789.0,4.25,4.28,2.69
19674,1.7,b'Good',b'J',b'VS2',63.6,59.0,8282.0,7.53,7.48,4.77
21157,1.54,b'Premium',b'I',b'SI1',60.1,58.0,9314.0,7.53,7.48,4.51
34442,0.31,b'Ideal',b'E',b'VVS2',61.3,55.0,864.0,4.34,4.37,2.67
23136,2.01,b'Fair',b'E',b'SI2',65.5,56.0,11156.0,7.84,7.79,5.12
20098,1.51,b'Ideal',b'I',b'SI1',62.8,54.0,8574.0,7.31,7.27,4.58
50943,0.73,b'Ideal',b'G',b'SI1',62.3,54.0,2321.0,5.81,5.78,3.61
